#Table: III/159A/catalog.dat (cdsarc.u-strasbg.fr)
#---------------------------------------------------------------------------------------------------------------------------------------------------------------
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |r|      |      |       |
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |P|      |      |       |
#          |    |      |      |      |     e|      |        |        |          |          |                   |                 |o|      |      |       |
#Star      |Nobs|  Smin|  Smax| Smean|_Smean|   sdS|    Wmin|   Wmean|Date1     |Date2     |SName              |   RAdeg    DEdeg|s|  Bmag|  Vmag|   ASCC|   HIP
#----------|----|------|------|------|------|------|--------|--------|----------|----------|-------------------|-----------------|-|------|------|-------|------
HD 126053 | 126|0.1542|0.1799|0.1641|0.0047|  2.87|  1089.8|  2629.9|12/ 1/1983|31/ 5/1983|HD 126053          |215.8131 +01.2427|A| 6.901| 6.252|1143029| 70319
HD 126660 |   1|0.2572|0.2572|0.2572|0.0000|  0.00| 16912.9| 16912.9|30/ 5/1979|30/ 5/1979|HD 126660          |216.3001 +51.8517|A| 4.563| 4.041| 259809| 70497
HD 126660 |   3|0.2417|0.2446|0.2427|0.0016|  0.67|  8238.6|  8305.1|24/ 6/1981|24/ 6/1981|HD 126660          |216.3001 +51.8517|A| 4.563| 4.041| 259809| 70497
HD 127506 |   1|0.6651|0.6651|0.6651|0.0000|  0.00|   400.2|   400.2|17/ 7/1978|17/ 7/1978|HD 127506          |217.6888 +35.4533|A| 9.729| 8.695| 497080| 70950
HD 128165 |   3|0.3323|0.3941|0.3631|0.0309|  8.51|   385.9|   832.3| 2/ 5/1978|15/ 6/1978|HD 128165          |218.3711 +52.9082|A| 8.247| 7.240| 259970| 71181
HD 128165 |   3|0.2441|0.2534|0.2475|0.0051|  2.07|   153.4|   157.2|24/ 6/1981|24/ 6/1981|HD 128165          |218.3711 +52.9082|A| 8.247| 7.240| 259970| 71181
HD 128167 |   3|0.1877|0.1920|0.1896|0.0022|  1.16|  8382.6|  8446.1|23/ 6/1981|23/ 6/1981|HD 128167          |218.6695 +29.7448|A| 4.848| 4.467| 688615| 71284
HD 128428 |   1|0.1361|0.1361|0.1361|0.0000|  0.00|  2136.1|  2136.1|29/ 5/1979|29/ 5/1979|HD 128428          |219.2246 -04.2790|A| 8.558| 7.794|1235349| 71462
HD 129333 |   3|0.4604|0.4892|0.4714|0.0156|  3.30|   652.5|   991.7| 2/ 5/1978|15/ 6/1978|HD 129333          |219.7517 +64.2917|A| 8.192| 7.600| 131706| 71631
HD 130818 |   1|0.2456|0.2456|0.2456|0.0000|  0.00|  2080.0|  2080.0|14/ 6/1978|14/ 6/1978|HD 130818          |222.4292 +23.0324|A| 7.582| 7.117| 782641| 72528
HD 130818 |   1|0.2369|0.2369|0.2369|0.0000|  0.00|  3209.6|  3209.6|12/ 5/1979|12/ 5/1979|HD 130818          |222.4292 +23.0324|A| 7.582| 7.117| 782641| 72528
HD 130871 |   1|0.2634|0.2634|0.2634|0.0000|  0.00|   445.9|   445.9|16/ 7/1978|16/ 7/1978|HD 130871          |222.5888 +06.8151|A|10.030| 9.071|1048169| 72577
HD 130871 |   2|0.2441|0.2591|0.2516|0.0106|  4.22|   527.7|   671.2|12/ 5/1979|28/ 6/1979|HD 130871          |222.5888 +06.8151|A|10.030| 9.071|1048169| 72577
HD 130992 |   1|0.3999|0.3999|0.3999|0.0000|  0.00|  1960.8|  1960.8|29/ 5/1979|29/ 5/1979|HD 130992          |222.9211 -24.3031|A| 8.841| 7.806|1583250| 72688
HD 131156 |   3|0.4593|0.4650|0.4627|0.0030|  0.65|     0.0|     0.0|27/ 6/1967|23/ 7/1967|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  14|0.4449|0.5048|0.4799|0.0191|  3.98|     0.0|     0.0|17/ 4/1968|12/ 8/1968|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  11|0.4677|0.5623|0.5014|0.0280|  5.58|     0.0|     0.0| 4/ 3/1969| 5/ 7/1969|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  15|0.4221|0.4856|0.4550|0.0194|  4.27|     0.0|     0.0|18/ 3/1970|25/ 6/1970|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  16|0.4080|0.4603|0.4301|0.0157|  3.65|     0.0|     0.0|16/ 3/1971| 4/ 7/1971|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  13|0.3746|0.4439|0.4265|0.0176|  4.12|     0.0|     0.0|22/ 3/1972| 5/ 7/1972|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  15|0.4168|0.4566|0.4377|0.0123|  2.82|     0.0|     0.0|22/ 3/1973|23/ 7/1973|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  17|0.4256|0.5021|0.4639|0.0269|  5.79|     0.0|     0.0| 3/ 3/1974| 3/ 8/1974|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  21|0.4298|0.4751|0.4520|0.0140|  3.10|     0.0|     0.0|26/ 1/1975|23/ 7/1975|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  16|0.3867|0.4327|0.4126|0.0144|  3.48|     0.0|     0.0|11/ 2/1976|16/ 7/1976|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  37|0.4208|0.6613|0.4645|0.0387|  8.33|  7559.5|  7569.9|30/ 1/1977|27/ 7/1977|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |   5|0.4417|0.4602|0.4473|0.0078|  1.74|  7250.2| 14501.3| 1/ 5/1978|15/ 7/1978|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |  15|0.3882|0.4683|0.4414|0.0213|  4.83| 14590.6| 24113.8|19/ 1/1979|27/ 6/1979|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 |   3|0.4425|0.4662|0.4542|0.0119|  2.61|  7733.4| 12906.3|22/ 1/1980| 9/ 2/1980|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 | 249|0.3984|0.4939|0.4399|0.0168|  3.82|  1519.4|  8577.6|20/ 2/1981|25/ 7/1981|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 | 345|0.4147|0.5030|0.4561|0.0138|  3.03|   700.3|  8790.0|26/ 1/1982| 3/ 8/1982|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131156 | 141|0.3914|0.4741|0.4228|0.0209|  4.93|  2654.3| 10585.8|11/ 1/1983| 3/ 6/1983|HD 131156          |222.8470 +19.1006|A| 5.380| 4.663| 871237| 72659
HD 131157 |   3|1.5356|1.8149|1.6478|0.1475|  8.95|     0.0|     0.0|27/ 6/1967|23/ 7/1967|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  14|1.2331|2.0863|1.6830|0.2822| 16.77|     0.0|     0.0|17/ 4/1968|12/ 8/1968|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  10|1.5786|2.4710|1.8247|0.3260| 17.87|     0.0|     0.0| 4/ 3/1969| 5/ 7/1969|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  15|1.5781|2.3272|1.8087|0.2205| 12.19|     0.0|     0.0|18/ 3/1970|25/ 6/1970|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  16|1.4514|1.7809|1.6067|0.1162|  7.23|     0.0|     0.0|16/ 3/1971| 4/ 7/1971|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  13|1.2929|1.7832|1.4923|0.1497| 10.03|     0.0|     0.0|22/ 3/1972| 5/ 7/1972|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  15|1.0372|1.4866|1.2707|0.1221|  9.61|     0.0|     0.0|22/ 3/1973|23/ 7/1973|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  17|0.9460|1.4621|1.2915|0.1199|  9.29|     0.0|     0.0| 3/ 3/1974| 3/ 8/1974|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  17|0.9178|1.4424|1.2208|0.1319| 10.80|     0.0|     0.0|24/ 2/1975|23/ 7/1975|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  14|0.8296|1.3784|1.1191|0.1350| 12.06|     0.0|     0.0|11/ 2/1976|16/ 7/1976|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  36|1.1227|1.6495|1.3627|0.1155|  8.48|  5141.2|  4293.6|30/ 1/1977|27/ 7/1977|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |   5|1.2936|1.4124|1.3473|0.0497|  3.69|  1971.6|  5534.3| 1/ 5/1978|15/ 7/1978|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |  14|1.1245|1.4931|1.2961|0.1340| 10.34|  4774.4|  7237.4|19/ 1/1979|27/ 6/1979|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 |   3|1.1225|1.1864|1.1440|0.0367|  3.21|  2330.7|  2842.3|22/ 1/1980| 9/ 2/1980|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 | 248|1.0284|1.4698|1.2434|0.0885|  7.12|   597.7|  1033.3|20/ 2/1981|25/ 7/1981|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 | 311|0.9562|1.3987|1.2084|0.0770|  6.37|   443.7|  1086.1|26/ 1/1982| 3/ 8/1982|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131157 | 123|1.0432|1.4470|1.2644|0.0817|  6.46|   486.0|  1559.9|12/ 1/1983| 3/ 6/1983|HD 131157          |222.8915 +14.7644|A| 8.736| 8.076| 958171|
HD 131582 |   1|0.3664|0.3664|0.3664|0.0000|  0.00|  1068.8|  1068.8|30/ 5/1979|30/ 5/1979|HD 131582          |223.4254 +23.3452|A| 9.647| 8.649| 782758| 72875
HD 132142 |   3|0.1470|0.1827|0.1591|0.0204| 12.85|   313.7|   542.9| 2/ 5/1978|15/ 6/1978|HD 132142          |223.8000 +53.6792|A| 8.551| 7.748| 260439| 73005
HD 132950 |   1|0.5510|0.5510|0.5510|0.0000|  0.00|   561.7|   561.7|16/ 7/1978|16/ 7/1978|HD 132950          |225.3746 +15.8695|A|10.187| 9.134| 871546| 73512
HD 132950 |   2|0.6417|0.6621|0.6519|0.0144|  2.21|   965.7|   998.6|10/ 5/1979|27/ 6/1979|HD 132950          |225.3746 +15.8695|A|10.187| 9.134| 871546| 73512
HD 133640 |   2|0.2418|0.2738|0.2578|0.0226|  8.78|   926.8|  1857.0| 2/ 5/1978|15/ 6/1978|HD 133640          |225.9487 +47.6540|A| 5.542| 4.991| 332994| 73695
HD 133640 |   3|0.2275|0.2441|0.2334|0.0093|  3.97|  7957.6|  8069.1|24/ 6/1981|24/ 6/1981|HD 133640          |225.9487 +47.6540|A| 5.542| 4.991| 332994| 73695
HD 134083 |   1|0.2172|0.2172|0.2172|0.0000|  0.00|  3525.0|  3525.0|17/ 6/1978|17/ 6/1978|HD 134083          |226.8248 +24.8696|A| 5.374| 4.926| 783165| 73996
HD 134083 |   1|0.2113|0.2113|0.2113|0.0000|  0.00|  9574.6|  9574.6|10/ 5/1979|10/ 5/1979|HD 134083          |226.8248 +24.8696|A| 5.374| 4.926| 783165| 73996
HD 134083 |   3|0.1980|0.1997|0.1991|0.0010|  0.49|  8578.2|  8606.1|21/ 6/1981|21/ 6/1981|HD 134083          |226.8248 +24.8696|A| 5.374| 4.926| 783165| 73996
HD 134319 |   3|0.3997|0.4272|0.4148|0.0139|  3.36|   452.8|   908.7| 2/ 5/1978|15/ 6/1978|HD 134319          |226.4586 +64.0469|A| 9.150| 8.407| 132226| 73869
HD 136064 |   2|0.1439|0.1506|0.1473|0.0047|  3.22|   841.5|  1820.0| 2/ 5/1978|15/ 6/1978|HD 136064          |228.6583 +67.3477|A| 5.704| 5.148|  85441| 74605
HD 136064 |   3|0.1246|0.1291|0.1269|0.0023|  1.77|  2952.8|  3023.5|24/ 6/1981|24/ 6/1981|HD 136064          |228.6583 +67.3477|A| 5.704| 5.148|  85441| 74605
HD 136202 |   5|0.1394|0.1543|0.1471|0.0054|  3.67|     0.0|     0.0| 9/ 3/1966| 3/ 8/1966|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |   5|0.1410|0.1507|0.1453|0.0040|  2.73|     0.0|     0.0|14/ 4/1967|23/ 7/1967|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |   9|0.1423|0.1496|0.1447|0.0023|  1.62|     0.0|     0.0|17/ 4/1968|10/ 7/1968|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |   9|0.1380|0.1535|0.1436|0.0045|  3.13|     0.0|     0.0| 4/ 3/1969| 5/ 7/1969|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  17|0.1370|0.1513|0.1448|0.0042|  2.87|     0.0|     0.0|16/ 3/1970|25/ 6/1970|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  12|0.1364|0.1467|0.1436|0.0026|  1.80|     0.0|     0.0|16/ 3/1971|12/ 6/1971|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  13|0.1376|0.1442|0.1419|0.0021|  1.48|     0.0|     0.0|22/ 3/1972| 5/ 7/1972|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  15|0.1355|0.1464|0.1407|0.0028|  2.01|     0.0|     0.0|22/ 3/1973|23/ 7/1973|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  13|0.1327|0.1425|0.1386|0.0029|  2.08|     0.0|     0.0| 3/ 3/1974|22/ 6/1974|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  15|0.1381|0.1469|0.1413|0.0025|  1.76|     0.0|     0.0|24/ 2/1975|29/ 6/1975|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  16|0.1369|0.1457|0.1394|0.0023|  1.65|     0.0|     0.0|11/ 2/1976|16/ 7/1976|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  28|0.1282|0.1454|0.1374|0.0042|  3.05| 15568.9|  9357.5| 1/ 3/1977|27/ 7/1977|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |   6|0.1320|0.1415|0.1373|0.0032|  2.36|  7822.2| 10891.4| 1/ 5/1978|17/ 7/1978|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |  15|0.1298|0.1570|0.1392|0.0081|  5.79|  9019.2| 16267.8|25/ 1/1979|28/ 6/1979|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 |   1|0.1393|0.1393|0.1393|0.0000|  0.00|  5446.4|  5446.4| 9/ 2/1980| 9/ 2/1980|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 | 120|0.1270|0.1481|0.1362|0.0047|  3.43|  2634.1|  3415.0|22/ 2/1981|23/ 7/1981|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 | 257|0.1289|0.1536|0.1383|0.0042|  3.05|  1241.1|  3296.0|17/ 1/1982|22/ 8/1982|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136202 | 129|0.1271|0.1480|0.1367|0.0045|  3.28|  2295.0|  3717.1|12/ 1/1983| 3/ 6/1983|HD 136202          |229.8274 +01.7667|A| 5.603| 5.049|1145304| 74975
HD 136834 |   1|0.2573|0.2573|0.2573|0.0000|  0.00|   485.1|   485.1|16/ 7/1978|16/ 7/1978|HD 136834          |230.6782 +01.4195|A| 9.270| 8.262|1145456| 75266
HD 136834 |   1|0.2225|0.2225|0.2225|0.0000|  0.00|  1122.5|  1122.5|10/ 5/1979|10/ 5/1979|HD 136834          |230.6782 +01.4195|A| 9.270| 8.262|1145456| 75266
HD 137763 |   3|0.1754|0.1882|0.1813|0.0065|  3.57|   451.9|   469.9|21/ 6/1981|21/ 6/1981|HD 137763          |232.0399 -09.3472|A| 7.673| 6.860|1317029| 75718
HD 137778 |   2|0.1608|0.1663|0.1636|0.0039|  2.38|   228.8|   241.8| 9/ 6/1981| 9/ 6/1981|HD 137778          |232.0507 -09.3570|A| 8.429| 7.543|1317032| 75722
HD 139323 |   3|0.1617|0.2071|0.1869|0.0231| 12.37|   173.4|   467.5| 2/ 5/1978|15/ 6/1978|HD 139323          |233.9871 +39.8310|A| 8.590| 7.635| 498876| 76375
HD 141004 |   5|0.1635|0.1772|0.1699|0.0061|  3.57|     0.0|     0.0| 9/ 3/1966| 3/ 8/1966|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |   5|0.1568|0.1738|0.1635|0.0064|  3.90|     0.0|     0.0|15/ 4/1967|21/ 8/1967|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |   8|0.1607|0.1676|0.1636|0.0026|  1.60|     0.0|     0.0| 3/ 5/1968| 9/ 8/1968|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  11|0.1567|0.1676|0.1622|0.0039|  2.38|     0.0|     0.0| 1/ 4/1969| 6/ 8/1969|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  21|0.1585|0.1720|0.1658|0.0035|  2.14|     0.0|     0.0|16/ 3/1970|13/ 7/1970|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  16|0.1543|0.1696|0.1618|0.0037|  2.28|     0.0|     0.0|16/ 3/1971| 4/ 7/1971|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  13|0.1521|0.1665|0.1600|0.0043|  2.68|     0.0|     0.0|22/ 3/1972| 5/ 7/1972|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  15|0.1546|0.1647|0.1597|0.0032|  2.01|     0.0|     0.0|22/ 3/1973|23/ 7/1973|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  13|0.1577|0.1683|0.1630|0.0033|  2.02|     0.0|     0.0| 3/ 3/1974|22/ 6/1974|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  19|0.1539|0.1660|0.1591|0.0033|  2.06|     0.0|     0.0|24/ 2/1975|23/ 7/1975|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  14|0.1471|0.1683|0.1582|0.0064|  4.05|     0.0|     0.0|11/ 3/1976|16/ 7/1976|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  35|0.1452|0.1660|0.1545|0.0053|  3.41| 16647.8|  9497.9| 1/ 3/1977|27/ 7/1977|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |   6|0.1520|0.1588|0.1548|0.0025|  1.60|  7260.4| 11042.2| 1/ 5/1978|15/ 7/1978|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 |  10|0.1447|0.1780|0.1572|0.0110|  7.02|  9086.0| 18419.4|30/ 3/1979|26/ 6/1979|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 | 105|0.1409|0.1567|0.1490|0.0033|  2.22|  5108.4|  8291.8|23/ 2/1981|23/ 7/1981|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 | 191|0.1409|0.1658|0.1521|0.0040|  2.61|  3343.7|  7171.8|26/ 1/1982|17/ 8/1982|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 141004 | 129|0.1416|0.1601|0.1503|0.0034|  2.27|  2662.6|  6420.3|11/ 1/1983| 3/ 6/1983|HD 141004          |236.6114 +07.3532|A| 5.033| 4.413|1050519| 77257
HD 142373 |   8|0.1412|0.1459|0.1442|0.0018|  1.21|     0.0|     0.0| 9/ 3/1966| 3/ 9/1966|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |   4|0.1430|0.1461|0.1450|0.0014|  0.95|     0.0|     0.0|14/ 4/1967|21/ 8/1967|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |   8|0.1396|0.1477|0.1434|0.0027|  1.92|     0.0|     0.0|18/ 4/1968|10/ 7/1968|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |   9|0.1418|0.1494|0.1449|0.0025|  1.71|     0.0|     0.0| 1/ 4/1969| 5/ 7/1969|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  21|0.1393|0.1485|0.1438|0.0023|  1.59|     0.0|     0.0|16/ 3/1970|12/ 8/1970|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  15|0.1413|0.1448|0.1432|0.0009|  0.66|     0.0|     0.0|16/ 3/1971| 4/ 7/1971|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  13|0.1419|0.1464|0.1447|0.0014|  0.96|     0.0|     0.0|22/ 3/1972| 5/ 7/1972|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  14|0.1392|0.1462|0.1428|0.0019|  1.33|     0.0|     0.0|22/ 3/1973|22/ 7/1973|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  15|0.1390|0.1478|0.1442|0.0026|  1.79|     0.0|     0.0| 3/ 3/1974| 2/ 8/1974|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  18|0.1402|0.1499|0.1440|0.0025|  1.74|     0.0|     0.0|24/ 2/1975|23/ 7/1975|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  12|0.1398|0.1454|0.1428|0.0017|  1.18|     0.0|     0.0|11/ 3/1976|15/ 7/1976|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  20|0.1403|0.1518|0.1450|0.0031|  2.11| 16416.1|  7366.2| 2/ 3/1977|27/ 7/1977|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |   6|0.1400|0.1534|0.1482|0.0051|  3.42|  2643.0|  9897.9| 1/ 5/1978|15/ 6/1978|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  12|0.1389|0.1558|0.1472|0.0052|  3.52|  9470.9| 40762.4|30/ 3/1979|29/ 6/1979|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  72|0.1366|0.1481|0.1419|0.0025|  1.75|  3459.7|  7508.2|10/ 3/1981|10/ 6/1981|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 |  85|0.1394|0.1517|0.1452|0.0027|  1.85|  3317.8|  5804.0| 3/ 3/1982| 8/ 8/1982|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142373 | 108|0.1390|0.1544|0.1454|0.0037|  2.56|  2709.2|  6421.7|11/ 1/1983|31/ 5/1983|HD 142373          |238.1675 +42.4500|A| 5.181| 4.605| 413830| 77760
HD 142860 |   1|0.1611|0.1611|0.1611|0.0000|  0.00|  7379.9|  7379.9|17/ 6/1978|17/ 6/1978|HD 142860          |239.1125 +15.6647|A| 4.321| 3.829| 873354| 78072
HD 142860 |   1|0.1546|0.1546|0.1546|0.0000|  0.00| 38228.3| 38228.3|10/ 5/1979|10/ 5/1979|HD 142860          |239.1125 +15.6647|A| 4.321| 3.829| 873354| 78072
HD 142860 |   3|0.1514|0.1538|0.1528|0.0012|  0.81|  9023.0|  9138.0|21/ 6/1981|21/ 6/1981|HD 142860          |239.1125 +15.6647|A| 4.321| 3.829| 873354| 78072
HD 142908 |   3|0.2326|0.2371|0.2354|0.0025|  1.05|  6675.9|  6725.8|22/ 6/1981|22/ 6/1981|HD 142908          |238.9482 +37.9468|A| 5.795| 5.428| 499465| 78012
HD 143291 |   1|0.1323|0.1323|0.1323|0.0000|  0.00|   260.4|   260.4|17/ 7/1978|17/ 7/1978|HD 143291          |239.6356 +27.7393|A| 8.774| 8.013| 691381| 78241
HD 143291 |   1|0.1654|0.1654|0.1654|0.0000|  0.00|  1382.4|  1382.4|28/ 6/1979|28/ 6/1979|HD 143291          |239.6356 +27.7393|A| 8.774| 8.013| 691381| 78241
HD 143665 |   1|0.2197|0.2197|0.2197|0.0000|  0.00|   113.6|   113.6| 2/ 5/1978| 2/ 5/1978|HD 143665          |239.4163 +65.3971|A| 9.883| 9.022|  86262| 78165
HD 143665 |   1|0.2895|0.2895|0.2895|0.0000|  0.00|   962.7|   962.7|30/ 5/1979|30/ 5/1979|HD 143665          |239.4163 +65.3971|A| 9.883| 9.022|  86262| 78165
HD 143761 |   8|0.1442|0.1548|0.1490|0.0042|  2.84|     0.0|     0.0|11/ 3/1966| 3/ 9/1966|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
HD 143761 |   5|0.1444|0.1545|0.1483|0.0037|  2.52|     0.0|     0.0|14/ 4/1967|21/ 8/1967|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
HD 143761 |  12|0.1451|0.1528|0.1498|0.0024|  1.58|     0.0|     0.0|17/ 4/1968|12/ 8/1968|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
HD 143761 |   7|0.1463|0.1523|0.1487|0.0022|  1.48|     0.0|     0.0| 1/ 4/1969| 4/ 7/1969|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
HD 143761 |  16|0.1429|0.1544|0.1480|0.0030|  2.02|     0.0|     0.0|20/ 3/1970|13/ 8/1970|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
HD 143761 |  18|0.1446|0.1518|0.1484|0.0019|  1.27|     0.0|     0.0|16/ 3/1971| 6/ 8/1971|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
HD 143761 |  12|0.1446|0.1525|0.1483|0.0023|  1.55|     0.0|     0.0|23/ 3/1972| 5/ 7/1972|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
HD 143761 |   9|0.1445|0.1512|0.1482|0.0023|  1.52|     0.0|     0.0|14/ 4/1973|23/ 7/1973|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
HD 143761 |  14|0.1390|0.1512|0.1461|0.0032|  2.17|     0.0|     0.0|10/ 4/1974| 2/ 8/1974|HD 143761          |240.2617 +33.3054|A| 6.017| 5.398| 593934| 78459
